snp	chromosome
8_SNP52	8
8_SNP53	8
8_SNP54	8
8_SNP55	8
8_SNP56	8
8_SNP57	8
8_SNP58	8
8_SNP59	8
8_SNP60	8
8_SNP61	8
8_SNP62	8
8_SNP63	8
8_SNP64	8
8_SNP65	8
8_SNP66	8
8_SNP67	8
8_SNP68	8
8_SNP69	8
8_SNP70	8
8_SNP71	8
8_SNP72	8
8_SNP73	8
8_SNP74	8
8_SNP75	8
8_SNP76	8
8_SNP77	8
8_SNP78	8
8_SNP79	8
8_SNP80	8
8_SNP81	8
8_SNP82	8
8_SNP83	8
8_SNP84	8
8_SNP85	8
8_SNP86	8
8_SNP87	8
8_SNP88	8
8_SNP89	8
8_SNP90	8
8_SNP91	8
8_SNP92	8
8_SNP93	8
8_SNP94	8
8_SNP95	8
8_SNP96	8
8_SNP97	8
8_SNP98	8
8_SNP99	8
8_SNP100	8
8_SNP101	8
8_SNP102	8
8_SNP103	8
8_SNP104	8
8_SNP105	8
8_SNP106	8
8_SNP107	8
8_SNP108	8
8_SNP109	8
8_SNP110	8
8_SNP111	8
8_SNP112	8
8_SNP113	8
8_SNP114	8
8_SNP115	8
8_SNP116	8
8_SNP117	8
8_SNP118	8
8_SNP119	8
8_SNP120	8
8_SNP121	8
8_SNP122	8
8_SNP123	8
8_SNP124	8
8_SNP125	8
8_SNP126	8
8_SNP127	8
8_SNP128	8
8_SNP129	8
8_SNP130	8
8_SNP131	8
8_SNP132	8
8_SNP133	8
8_SNP134	8
8_SNP135	8
8_SNP136	8
8_SNP137	8
8_SNP138	8
8_SNP139	8
8_SNP140	8
8_SNP141	8
8_SNP142	8
8_SNP143	8
8_SNP144	8
8_SNP145	8
8_SNP146	8
8_SNP147	8
8_SNP148	8
8_SNP149	8
8_SNP150	8
8_SNP151	8
8_SNP152	8
8_SNP153	8
8_SNP154	8
8_SNP155	8
8_SNP156	8
8_SNP157	8
8_SNP158	8
8_SNP159	8
8_SNP160	8
8_SNP161	8
8_SNP162	8
8_SNP163	8
8_SNP164	8
8_SNP165	8
8_SNP166	8
8_SNP167	8
8_SNP168	8
8_SNP169	8
8_SNP170	8
8_SNP171	8
8_SNP172	8
8_SNP173	8
8_SNP174	8
8_SNP175	8
8_SNP176	8
8_SNP177	8
8_SNP178	8
8_SNP179	8
8_SNP180	8
8_SNP181	8
8_SNP182	8
8_SNP183	8
8_SNP184	8
8_SNP185	8
8_SNP186	8
8_SNP187	8
8_SNP188	8
8_SNP189	8
8_SNP190	8
8_SNP191	8
8_SNP192	8
8_SNP193	8
8_SNP194	8
8_SNP195	8
8_SNP196	8
8_SNP197	8
8_SNP198	8
8_SNP199	8
8_SNP200	8
8_SNP201	8
8_SNP202	8
8_SNP203	8
8_SNP204	8
8_SNP205	8
8_SNP206	8
8_SNP207	8
8_SNP208	8
8_SNP209	8
8_SNP210	8
8_SNP211	8
8_SNP212	8
8_SNP213	8
8_SNP214	8
8_SNP215	8
8_SNP216	8
8_SNP217	8
8_SNP218	8
8_SNP219	8
8_SNP220	8
8_SNP221	8
8_SNP222	8
8_SNP223	8
8_SNP224	8
8_SNP225	8
8_SNP226	8
8_SNP227	8
8_SNP228	8
8_SNP229	8
8_SNP230	8
8_SNP231	8
8_SNP232	8
8_SNP233	8
8_SNP234	8
8_SNP235	8
8_SNP236	8
8_SNP237	8
8_SNP238	8
8_SNP239	8
8_SNP240	8
8_SNP241	8
8_SNP242	8
8_SNP243	8
8_SNP244	8
8_SNP245	8
8_SNP246	8
8_SNP247	8
8_SNP248	8
8_SNP249	8
8_SNP250	8
8_SNP251	8
8_SNP252	8
8_SNP253	8
8_SNP254	8
8_SNP255	8
8_SNP256	8
8_SNP257	8
8_SNP258	8
8_SNP259	8
8_SNP260	8
8_SNP261	8
8_SNP262	8
8_SNP263	8
8_SNP264	8
8_SNP265	8
8_SNP266	8
8_SNP267	8
8_SNP268	8
8_SNP269	8
8_SNP270	8
8_SNP271	8
8_SNP272	8
8_SNP273	8
8_SNP274	8
8_SNP275	8
8_SNP276	8
8_SNP277	8
8_SNP278	8
8_SNP279	8
8_SNP280	8
8_SNP281	8
8_SNP282	8
8_SNP283	8
8_SNP284	8
8_SNP285	8
8_SNP286	8
8_SNP287	8
8_SNP288	8
8_SNP289	8
8_SNP290	8
8_SNP291	8
8_SNP292	8
8_SNP293	8
8_SNP294	8
8_SNP295	8
8_SNP296	8
8_SNP297	8
8_SNP298	8
8_SNP299	8
8_SNP300	8
8_SNP301	8
8_SNP302	8
8_SNP303	8
8_SNP304	8
8_SNP305	8
8_SNP306	8
8_SNP307	8
8_SNP308	8
8_SNP309	8
8_SNP310	8
8_SNP311	8
8_SNP312	8
8_SNP313	8
8_SNP314	8
8_SNP315	8
8_SNP316	8
8_SNP317	8
8_SNP318	8
8_SNP319	8
8_SNP320	8
8_SNP321	8
8_SNP322	8
8_SNP323	8
8_SNP324	8
8_SNP325	8
8_SNP326	8
8_SNP327	8
8_SNP328	8
8_SNP329	8
8_SNP330	8
8_SNP331	8
8_SNP332	8
8_SNP333	8
8_SNP334	8
8_SNP335	8
8_SNP336	8
8_SNP337	8
8_SNP338	8
8_SNP339	8
8_SNP340	8
8_SNP341	8
8_SNP342	8
8_SNP343	8
8_SNP344	8
8_SNP345	8
8_SNP346	8
8_SNP347	8
8_SNP348	8
8_SNP349	8
8_SNP350	8
8_SNP351	8
8_SNP352	8
8_SNP353	8
8_SNP354	8
8_SNP355	8
8_SNP356	8
8_SNP357	8
8_SNP358	8
8_SNP359	8
8_SNP360	8
8_SNP361	8
8_SNP362	8
8_SNP363	8
8_SNP364	8
8_SNP365	8
8_SNP366	8
8_SNP367	8
8_SNP368	8
8_SNP369	8
8_SNP370	8
8_SNP371	8
8_SNP372	8
8_SNP373	8
8_SNP374	8
8_SNP375	8
8_SNP376	8
8_SNP377	8
8_SNP378	8
8_SNP379	8
8_SNP380	8
8_SNP381	8
8_SNP382	8
8_SNP383	8
8_SNP384	8
8_SNP385	8
8_SNP386	8
8_SNP387	8
8_SNP388	8
8_SNP389	8
8_SNP390	8
8_SNP391	8
8_SNP392	8
8_SNP393	8
8_SNP394	8
8_SNP395	8
8_SNP396	8
8_SNP397	8
8_SNP398	8
8_SNP399	8
8_SNP400	8
8_SNP401	8
8_SNP402	8
8_SNP403	8
8_SNP404	8
8_SNP405	8
8_SNP406	8
8_SNP407	8
8_SNP408	8
8_SNP409	8
8_SNP410	8
8_SNP411	8
8_SNP412	8
8_SNP413	8
8_SNP414	8
8_SNP415	8
8_SNP416	8
8_SNP417	8
8_SNP418	8
8_SNP419	8
8_SNP420	8
8_SNP421	8
8_SNP422	8
8_SNP423	8
8_SNP424	8
8_SNP425	8
8_SNP426	8
8_SNP427	8
8_SNP428	8
8_SNP429	8
8_SNP430	8
8_SNP431	8
8_SNP432	8
8_SNP433	8
8_SNP434	8
8_SNP435	8
8_SNP436	8
8_SNP437	8
8_SNP438	8
8_SNP439	8
8_SNP440	8
8_SNP441	8
8_SNP442	8
8_SNP443	8
8_SNP444	8
8_SNP445	8
8_SNP446	8
8_SNP447	8
8_SNP448	8
8_SNP449	8
8_SNP450	8
8_SNP451	8
8_SNP452	8
8_SNP453	8
8_SNP454	8
8_SNP455	8
8_SNP456	8
8_SNP457	8
8_SNP458	8
8_SNP459	8
8_SNP460	8
8_SNP461	8
8_SNP462	8
8_SNP463	8
8_SNP464	8
8_SNP465	8
8_SNP466	8
8_SNP467	8
8_SNP468	8
8_SNP469	8
8_SNP470	8
8_SNP471	8
8_SNP472	8
8_SNP473	8
8_SNP474	8
8_SNP475	8
8_SNP476	8
8_SNP477	8
8_SNP478	8
8_SNP479	8
8_SNP480	8
8_SNP481	8
8_SNP482	8
8_SNP483	8
8_SNP484	8
8_SNP485	8
8_SNP486	8
8_SNP487	8
8_SNP488	8
8_SNP489	8
8_SNP490	8
8_SNP491	8
8_SNP492	8
8_SNP493	8
8_SNP494	8
8_SNP495	8
8_SNP496	8
8_SNP497	8
8_SNP498	8
8_SNP499	8
8_SNP500	8
8_SNP501	8
8_SNP502	8
8_SNP503	8
8_SNP504	8
8_SNP505	8
9_SNP1	9
9_SNP2	9
9_SNP3	9
9_SNP4	9
9_SNP5	9
9_SNP6	9
9_SNP7	9
9_SNP8	9
9_SNP9	9
9_SNP10	9
9_SNP11	9
9_SNP12	9
9_SNP13	9
9_SNP14	9
9_SNP15	9
9_SNP16	9
9_SNP17	9
9_SNP18	9
9_SNP19	9
9_SNP20	9
9_SNP21	9
9_SNP22	9
9_SNP23	9
9_SNP24	9
9_SNP25	9
9_SNP26	9
9_SNP27	9
9_SNP28	9
9_SNP29	9
9_SNP30	9
9_SNP31	9
9_SNP32	9
9_SNP33	9
9_SNP34	9
9_SNP35	9
9_SNP36	9
9_SNP37	9
9_SNP38	9
9_SNP39	9
9_SNP40	9
9_SNP41	9
9_SNP42	9
9_SNP43	9
9_SNP44	9
9_SNP45	9
9_SNP46	9
9_SNP47	9
9_SNP48	9
9_SNP49	9
9_SNP50	9
9_SNP51	9
9_SNP52	9
9_SNP53	9
9_SNP54	9
9_SNP55	9
9_SNP56	9
9_SNP57	9
9_SNP58	9
9_SNP59	9
9_SNP60	9
9_SNP61	9
9_SNP62	9
9_SNP63	9
9_SNP64	9
9_SNP65	9
9_SNP66	9
9_SNP67	9
9_SNP68	9
9_SNP69	9
9_SNP70	9
9_SNP71	9
9_SNP72	9
9_SNP73	9
9_SNP74	9
9_SNP75	9
9_SNP76	9
9_SNP77	9
9_SNP78	9
9_SNP79	9
9_SNP80	9
9_SNP81	9
9_SNP82	9
9_SNP83	9
9_SNP84	9
9_SNP85	9
9_SNP86	9
9_SNP87	9
9_SNP88	9
9_SNP89	9
9_SNP90	9
9_SNP91	9
9_SNP92	9
9_SNP93	9
9_SNP94	9
9_SNP95	9
9_SNP96	9
9_SNP97	9
9_SNP98	9
9_SNP99	9
9_SNP100	9
9_SNP101	9
9_SNP102	9
9_SNP103	9
9_SNP104	9
9_SNP105	9
9_SNP106	9
9_SNP107	9
9_SNP108	9
9_SNP109	9
9_SNP110	9
9_SNP111	9
9_SNP112	9
9_SNP113	9
9_SNP114	9
9_SNP115	9
9_SNP116	9
9_SNP117	9
9_SNP118	9
9_SNP119	9
9_SNP120	9
9_SNP121	9
9_SNP122	9
9_SNP123	9
9_SNP124	9
9_SNP125	9
9_SNP126	9
9_SNP127	9
9_SNP128	9
9_SNP129	9
9_SNP130	9
9_SNP131	9
9_SNP132	9
9_SNP133	9
9_SNP134	9
9_SNP135	9
9_SNP136	9
9_SNP137	9
9_SNP138	9
9_SNP139	9
9_SNP140	9
9_SNP141	9
9_SNP142	9
9_SNP143	9
9_SNP144	9
9_SNP145	9
9_SNP146	9
9_SNP147	9
9_SNP148	9
9_SNP149	9
9_SNP150	9
9_SNP151	9
9_SNP152	9
9_SNP153	9
9_SNP154	9
9_SNP155	9
9_SNP156	9
9_SNP157	9
9_SNP158	9
9_SNP159	9
9_SNP160	9
9_SNP161	9
9_SNP162	9
9_SNP163	9
9_SNP164	9
9_SNP165	9
9_SNP166	9
9_SNP167	9
9_SNP168	9
9_SNP169	9
9_SNP170	9
9_SNP171	9
9_SNP172	9
9_SNP173	9
9_SNP174	9
9_SNP175	9
9_SNP176	9
9_SNP177	9
9_SNP178	9
9_SNP179	9
9_SNP180	9
9_SNP181	9
9_SNP182	9
9_SNP183	9
9_SNP184	9
9_SNP185	9
9_SNP186	9
9_SNP187	9
9_SNP188	9
9_SNP189	9
9_SNP190	9
9_SNP191	9
9_SNP192	9
9_SNP193	9
9_SNP194	9
9_SNP195	9
9_SNP196	9
9_SNP197	9
9_SNP198	9
9_SNP199	9
9_SNP200	9
9_SNP201	9
9_SNP202	9
9_SNP203	9
9_SNP204	9
9_SNP205	9
9_SNP206	9
9_SNP207	9
9_SNP208	9
9_SNP209	9
9_SNP210	9
9_SNP211	9
9_SNP212	9
9_SNP213	9
9_SNP214	9
9_SNP215	9
9_SNP216	9
9_SNP217	9
9_SNP218	9
9_SNP219	9
9_SNP220	9
9_SNP221	9
9_SNP222	9
9_SNP223	9
9_SNP224	9
9_SNP225	9
9_SNP226	9
9_SNP227	9
9_SNP228	9
9_SNP229	9
9_SNP230	9
9_SNP231	9
9_SNP232	9
9_SNP233	9
9_SNP234	9
9_SNP235	9
9_SNP236	9
9_SNP237	9
9_SNP238	9
9_SNP239	9
9_SNP240	9
9_SNP241	9
9_SNP242	9
9_SNP243	9
9_SNP244	9
9_SNP245	9
9_SNP246	9
9_SNP247	9
9_SNP248	9
9_SNP249	9
9_SNP250	9
9_SNP251	9
9_SNP252	9
9_SNP253	9
9_SNP254	9
9_SNP255	9
9_SNP256	9
9_SNP257	9
9_SNP258	9
9_SNP259	9
9_SNP260	9
9_SNP261	9
9_SNP262	9
9_SNP263	9
9_SNP264	9
9_SNP265	9
9_SNP266	9
9_SNP267	9
9_SNP268	9
9_SNP269	9
9_SNP270	9
9_SNP271	9
9_SNP272	9
9_SNP273	9
9_SNP274	9
9_SNP275	9
9_SNP276	9
9_SNP277	9
9_SNP278	9
9_SNP279	9
9_SNP280	9
9_SNP281	9
9_SNP282	9
9_SNP283	9
9_SNP284	9
9_SNP285	9
9_SNP286	9
9_SNP287	9
9_SNP288	9
9_SNP289	9
9_SNP290	9
9_SNP291	9
9_SNP292	9
9_SNP293	9
9_SNP294	9
9_SNP295	9
9_SNP296	9
9_SNP297	9
9_SNP298	9
9_SNP299	9
9_SNP300	9
9_SNP301	9
9_SNP302	9
9_SNP303	9
9_SNP304	9
9_SNP305	9
9_SNP306	9
9_SNP307	9
9_SNP308	9
9_SNP309	9
9_SNP310	9
9_SNP311	9
9_SNP312	9
9_SNP313	9
9_SNP314	9
9_SNP315	9
9_SNP316	9
9_SNP317	9
9_SNP318	9
9_SNP319	9
9_SNP320	9
9_SNP321	9
9_SNP322	9
9_SNP323	9
9_SNP324	9
9_SNP325	9
9_SNP326	9
9_SNP327	9
9_SNP328	9
9_SNP329	9
9_SNP330	9
9_SNP331	9
9_SNP332	9
9_SNP333	9
9_SNP334	9
9_SNP335	9
9_SNP336	9
9_SNP337	9
9_SNP338	9
9_SNP339	9
9_SNP340	9
9_SNP341	9
9_SNP342	9
9_SNP343	9
9_SNP344	9
9_SNP345	9
9_SNP346	9
9_SNP347	9
9_SNP348	9
9_SNP349	9
9_SNP350	9
9_SNP351	9
9_SNP352	9
9_SNP353	9
9_SNP354	9
9_SNP355	9
9_SNP356	9
9_SNP357	9
9_SNP358	9
9_SNP359	9
9_SNP360	9
9_SNP361	9
9_SNP362	9
9_SNP363	9
9_SNP364	9
9_SNP365	9
9_SNP366	9
9_SNP367	9
9_SNP368	9
9_SNP369	9
9_SNP370	9
9_SNP371	9
9_SNP372	9
9_SNP373	9
9_SNP374	9
9_SNP375	9
9_SNP376	9
9_SNP377	9
9_SNP378	9
9_SNP379	9
9_SNP380	9
9_SNP381	9
9_SNP382	9
9_SNP383	9
9_SNP384	9
9_SNP385	9
9_SNP386	9
9_SNP387	9
9_SNP388	9
9_SNP389	9
9_SNP390	9
9_SNP391	9
9_SNP392	9
9_SNP393	9
9_SNP394	9
9_SNP395	9
9_SNP396	9
9_SNP397	9
9_SNP398	9
9_SNP399	9
9_SNP400	9
9_SNP401	9
9_SNP402	9
9_SNP403	9
9_SNP404	9
9_SNP405	9
9_SNP406	9
9_SNP407	9
9_SNP408	9
9_SNP409	9
9_SNP410	9
9_SNP411	9
9_SNP412	9
9_SNP413	9
9_SNP414	9
9_SNP415	9
9_SNP416	9
9_SNP417	9
9_SNP418	9
9_SNP419	9
9_SNP420	9
9_SNP421	9
9_SNP422	9
9_SNP423	9
9_SNP424	9
9_SNP425	9
9_SNP426	9
9_SNP427	9
9_SNP428	9
9_SNP429	9
9_SNP430	9
9_SNP431	9
9_SNP432	9
9_SNP433	9
9_SNP434	9
9_SNP435	9
9_SNP436	9
9_SNP437	9
9_SNP438	9
9_SNP439	9
9_SNP440	9
9_SNP441	9
9_SNP442	9
9_SNP443	9
9_SNP444	9
9_SNP445	9
9_SNP446	9
9_SNP447	9
9_SNP448	9
9_SNP449	9
9_SNP450	9
9_SNP451	9
9_SNP452	9
9_SNP453	9
9_SNP454	9
9_SNP455	9
9_SNP456	9
9_SNP457	9
9_SNP458	9
9_SNP459	9
9_SNP460	9
9_SNP461	9
9_SNP462	9
9_SNP463	9
9_SNP464	9
9_SNP465	9
9_SNP466	9
9_SNP467	9
9_SNP468	9
9_SNP469	9
9_SNP470	9
9_SNP471	9
9_SNP472	9
9_SNP473	9
9_SNP474	9
9_SNP475	9
9_SNP476	9
9_SNP477	9
9_SNP478	9
9_SNP479	9
9_SNP480	9
9_SNP481	9
9_SNP482	9
9_SNP483	9
9_SNP484	9
9_SNP485	9
9_SNP486	9
9_SNP487	9
9_SNP488	9
10_SNP1	10
10_SNP2	10
10_SNP3	10
10_SNP4	10
10_SNP5	10
10_SNP6	10
10_SNP7	10
10_SNP8	10
10_SNP9	10
10_SNP10	10
10_SNP11	10
10_SNP12	10
10_SNP13	10
10_SNP14	10
10_SNP15	10
10_SNP16	10
10_SNP17	10
10_SNP18	10
10_SNP19	10
10_SNP20	10
10_SNP21	10
10_SNP22	10
10_SNP23	10
10_SNP24	10
10_SNP25	10
10_SNP26	10
10_SNP27	10
10_SNP28	10
10_SNP29	10
10_SNP30	10
10_SNP31	10
10_SNP32	10
10_SNP33	10
10_SNP34	10
10_SNP35	10
10_SNP36	10
10_SNP37	10
10_SNP38	10
10_SNP39	10
10_SNP40	10
10_SNP41	10
10_SNP42	10
10_SNP43	10
10_SNP44	10
10_SNP45	10
10_SNP46	10
10_SNP47	10
10_SNP48	10
10_SNP49	10
10_SNP50	10
10_SNP51	10
10_SNP52	10
10_SNP53	10
10_SNP54	10
10_SNP55	10
10_SNP56	10
10_SNP57	10
10_SNP58	10
10_SNP59	10
10_SNP60	10
10_SNP61	10
10_SNP62	10
10_SNP63	10
10_SNP64	10
10_SNP65	10
10_SNP66	10
10_SNP67	10
10_SNP68	10
10_SNP69	10
10_SNP70	10
10_SNP71	10
10_SNP72	10
10_SNP73	10
10_SNP74	10
10_SNP75	10
10_SNP76	10
10_SNP77	10
10_SNP78	10
10_SNP79	10
10_SNP80	10
10_SNP81	10
10_SNP82	10
10_SNP83	10
10_SNP84	10
10_SNP85	10
10_SNP86	10
10_SNP87	10
10_SNP88	10
10_SNP89	10
10_SNP90	10
10_SNP91	10
10_SNP92	10
10_SNP93	10
10_SNP94	10
10_SNP95	10
10_SNP96	10
10_SNP97	10
10_SNP98	10
10_SNP99	10
10_SNP100	10
10_SNP101	10
10_SNP102	10
10_SNP103	10
10_SNP104	10
10_SNP105	10
10_SNP106	10
10_SNP107	10
10_SNP108	10
10_SNP109	10
10_SNP110	10
10_SNP111	10
10_SNP112	10
10_SNP113	10
10_SNP114	10
10_SNP115	10
10_SNP116	10
10_SNP117	10
10_SNP118	10
10_SNP119	10
10_SNP120	10
10_SNP121	10
10_SNP122	10
10_SNP123	10
10_SNP124	10
10_SNP125	10
10_SNP126	10
10_SNP127	10
10_SNP128	10
10_SNP129	10
10_SNP130	10
10_SNP131	10
10_SNP132	10
10_SNP133	10
10_SNP134	10
10_SNP135	10
10_SNP136	10
10_SNP137	10
10_SNP138	10
10_SNP139	10
10_SNP140	10
10_SNP141	10
10_SNP142	10
10_SNP143	10
10_SNP144	10
10_SNP145	10
10_SNP146	10
10_SNP147	10
10_SNP148	10
10_SNP149	10
10_SNP150	10
10_SNP151	10
10_SNP152	10
10_SNP153	10
10_SNP154	10
10_SNP155	10
10_SNP156	10
10_SNP157	10
10_SNP158	10
10_SNP159	10
10_SNP160	10
10_SNP161	10
10_SNP162	10
10_SNP163	10
10_SNP164	10
10_SNP165	10
10_SNP166	10
10_SNP167	10
10_SNP168	10
10_SNP169	10
10_SNP170	10
10_SNP171	10
10_SNP172	10
10_SNP173	10
10_SNP174	10
10_SNP175	10
10_SNP176	10
10_SNP177	10
10_SNP178	10
10_SNP179	10
10_SNP180	10
10_SNP181	10
10_SNP182	10
10_SNP183	10
10_SNP184	10
10_SNP185	10
10_SNP186	10
10_SNP187	10
10_SNP188	10
10_SNP189	10
10_SNP190	10
10_SNP191	10
10_SNP192	10
10_SNP193	10
10_SNP194	10
10_SNP195	10
10_SNP196	10
10_SNP197	10
10_SNP198	10
10_SNP199	10
10_SNP200	10
10_SNP201	10
10_SNP202	10
10_SNP203	10
10_SNP204	10
10_SNP205	10
10_SNP206	10
10_SNP207	10
10_SNP208	10
10_SNP209	10
10_SNP210	10
10_SNP211	10
10_SNP212	10
10_SNP213	10
10_SNP214	10
10_SNP215	10
10_SNP216	10
10_SNP217	10
10_SNP218	10
10_SNP219	10
10_SNP220	10
10_SNP221	10
10_SNP222	10
10_SNP223	10
10_SNP224	10
10_SNP225	10
10_SNP226	10
10_SNP227	10
10_SNP228	10
10_SNP229	10
10_SNP230	10
10_SNP231	10
10_SNP232	10
10_SNP233	10
10_SNP234	10
10_SNP235	10
10_SNP236	10
10_SNP237	10
10_SNP238	10
10_SNP239	10
10_SNP240	10
10_SNP241	10
10_SNP242	10
10_SNP243	10
10_SNP244	10
10_SNP245	10
10_SNP246	10
10_SNP247	10
10_SNP248	10
10_SNP249	10
10_SNP250	10
10_SNP251	10
10_SNP252	10
10_SNP253	10
10_SNP254	10
10_SNP255	10
10_SNP256	10
10_SNP257	10
10_SNP258	10
10_SNP259	10
10_SNP260	10
10_SNP261	10
10_SNP262	10
10_SNP263	10
10_SNP264	10
10_SNP265	10
10_SNP266	10
10_SNP267	10
10_SNP268	10
10_SNP269	10
10_SNP270	10
10_SNP271	10
10_SNP272	10
10_SNP273	10
10_SNP274	10
10_SNP275	10
10_SNP276	10
10_SNP277	10
10_SNP278	10
10_SNP279	10
10_SNP280	10
10_SNP281	10
10_SNP282	10
10_SNP283	10
10_SNP284	10
10_SNP285	10
10_SNP286	10
10_SNP287	10
10_SNP288	10
10_SNP289	10
10_SNP290	10
10_SNP291	10
10_SNP292	10
10_SNP293	10
10_SNP294	10
10_SNP295	10
10_SNP296	10
10_SNP297	10
10_SNP298	10
10_SNP299	10
10_SNP300	10
10_SNP301	10
10_SNP302	10
10_SNP303	10
10_SNP304	10
10_SNP305	10
10_SNP306	10
10_SNP307	10
10_SNP308	10
10_SNP309	10
10_SNP310	10
10_SNP311	10
10_SNP312	10
10_SNP313	10
10_SNP314	10
10_SNP315	10
10_SNP316	10
10_SNP317	10
10_SNP318	10
10_SNP319	10
10_SNP320	10
10_SNP321	10
10_SNP322	10
10_SNP323	10
10_SNP324	10
10_SNP325	10
10_SNP326	10
10_SNP327	10
10_SNP328	10
10_SNP329	10
10_SNP330	10
10_SNP331	10
10_SNP332	10
10_SNP333	10
10_SNP334	10
10_SNP335	10
10_SNP336	10
10_SNP337	10
10_SNP338	10
10_SNP339	10
10_SNP340	10
10_SNP341	10
10_SNP342	10
10_SNP343	10
10_SNP344	10
10_SNP345	10
10_SNP346	10
10_SNP347	10
10_SNP348	10
10_SNP349	10
10_SNP350	10
10_SNP351	10
10_SNP352	10
10_SNP353	10
10_SNP354	10
10_SNP355	10
10_SNP356	10
10_SNP357	10
10_SNP358	10
10_SNP359	10
10_SNP360	10
10_SNP361	10
10_SNP362	10
10_SNP363	10
10_SNP364	10
10_SNP365	10
10_SNP366	10
10_SNP367	10
10_SNP368	10
10_SNP369	10
10_SNP370	10
10_SNP371	10
10_SNP372	10
10_SNP373	10
10_SNP374	10
10_SNP375	10
10_SNP376	10
10_SNP377	10
10_SNP378	10
10_SNP379	10
10_SNP380	10
10_SNP381	10
10_SNP382	10
10_SNP383	10
10_SNP384	10
10_SNP385	10
10_SNP386	10
10_SNP387	10
10_SNP388	10
10_SNP389	10
10_SNP390	10
10_SNP391	10
10_SNP392	10
10_SNP393	10
10_SNP394	10
10_SNP395	10
10_SNP396	10
10_SNP397	10
10_SNP398	10
10_SNP399	10
10_SNP400	10
10_SNP401	10
10_SNP402	10
10_SNP403	10
10_SNP404	10
10_SNP405	10
10_SNP406	10
10_SNP407	10
10_SNP408	10
10_SNP409	10
10_SNP410	10
10_SNP411	10
10_SNP412	10
10_SNP413	10
10_SNP414	10
10_SNP415	10
10_SNP416	10
10_SNP417	10
10_SNP418	10
10_SNP419	10
10_SNP420	10
10_SNP421	10
10_SNP422	10
10_SNP423	10
10_SNP424	10
10_SNP425	10
10_SNP426	10
10_SNP427	10
10_SNP428	10
10_SNP429	10
10_SNP430	10
10_SNP431	10
10_SNP432	10
10_SNP433	10
10_SNP434	10
10_SNP435	10
10_SNP436	10
10_SNP437	10
10_SNP438	10
10_SNP439	10
10_SNP440	10
10_SNP441	10
10_SNP442	10
10_SNP443	10
10_SNP444	10
10_SNP445	10
10_SNP446	10
10_SNP447	10
10_SNP448	10
10_SNP449	10
10_SNP450	10
10_SNP451	10
10_SNP452	10
10_SNP453	10
10_SNP454	10
10_SNP455	10
10_SNP456	10
10_SNP457	10
10_SNP458	10
10_SNP459	10
10_SNP460	10
10_SNP461	10
10_SNP462	10
11_SNP1	11
11_SNP2	11
11_SNP3	11
11_SNP4	11
11_SNP5	11
11_SNP6	11
11_SNP7	11
11_SNP8	11
11_SNP9	11
11_SNP10	11
11_SNP11	11
11_SNP12	11
11_SNP13	11
11_SNP14	11
11_SNP15	11
11_SNP16	11
11_SNP17	11
11_SNP18	11
11_SNP19	11
11_SNP20	11
11_SNP21	11
11_SNP22	11
11_SNP23	11
11_SNP24	11
11_SNP25	11
11_SNP26	11
11_SNP27	11
11_SNP28	11
11_SNP29	11
11_SNP30	11
11_SNP31	11
11_SNP32	11
11_SNP33	11
11_SNP34	11
11_SNP35	11
11_SNP36	11
11_SNP37	11
11_SNP38	11
11_SNP39	11
11_SNP40	11
11_SNP41	11
11_SNP42	11
11_SNP43	11
11_SNP44	11
11_SNP45	11
11_SNP46	11
11_SNP47	11
11_SNP48	11
11_SNP49	11
11_SNP50	11
11_SNP51	11
11_SNP52	11
11_SNP53	11
11_SNP54	11
11_SNP55	11
11_SNP56	11
11_SNP57	11
11_SNP58	11
11_SNP59	11
11_SNP60	11
11_SNP61	11
11_SNP62	11
11_SNP63	11
11_SNP64	11
11_SNP65	11
11_SNP66	11
11_SNP67	11
11_SNP68	11
11_SNP69	11
11_SNP70	11
11_SNP71	11
11_SNP72	11
11_SNP73	11
11_SNP74	11
11_SNP75	11
11_SNP76	11
11_SNP77	11
11_SNP78	11
11_SNP79	11
11_SNP80	11
11_SNP81	11
11_SNP82	11
11_SNP83	11
11_SNP84	11
11_SNP85	11
11_SNP86	11
11_SNP87	11
11_SNP88	11
11_SNP89	11
11_SNP90	11
11_SNP91	11
11_SNP92	11
11_SNP93	11
11_SNP94	11
11_SNP95	11
11_SNP96	11
11_SNP97	11
11_SNP98	11
11_SNP99	11
11_SNP100	11
11_SNP101	11
11_SNP102	11
11_SNP103	11
11_SNP104	11
11_SNP105	11
11_SNP106	11
11_SNP107	11
11_SNP108	11
11_SNP109	11
11_SNP110	11
11_SNP111	11
11_SNP112	11
11_SNP113	11
11_SNP114	11
11_SNP115	11
11_SNP116	11
11_SNP117	11
11_SNP118	11
11_SNP119	11
11_SNP120	11
11_SNP121	11
11_SNP122	11
11_SNP123	11
11_SNP124	11
11_SNP125	11
11_SNP126	11
11_SNP127	11
11_SNP128	11
11_SNP129	11
11_SNP130	11
11_SNP131	11
11_SNP132	11
11_SNP133	11
11_SNP134	11
11_SNP135	11
11_SNP136	11
11_SNP137	11
11_SNP138	11
11_SNP139	11
11_SNP140	11
11_SNP141	11
11_SNP142	11
11_SNP143	11
11_SNP144	11
11_SNP145	11
11_SNP146	11
11_SNP147	11
11_SNP148	11
11_SNP149	11
11_SNP150	11
